name,date,content,share,retweet,like,,,,,,
 KrutikaKuppalli,2020年12月29日,"A few thoughts after almost a week on service 
1. #COVID19 is bad and continues to get worse-hang on tight & be safe
2. #Vaccine rollout is extremely challenging
3. The vaccine is NOT a license to stop using public health precautions-you could still get #COVID

I am exhausted",7,28,190,,,,,,
 WanderingGeoid,2020年12月29日,No #BCPoli #Covid updates post-holiday? Dashboard is stagnant.  Or did I miss something?,1,1,1,,,,,,
 213axelrod,2020年12月29日,"California's has more than 3x the population of Illinois'.

Under 
 GovPritzker
's leadership IL has ~66% as many deaths due to #covid.

California lost 24k+ while Illinois lost 16k+ people.

Guess which had power shutoffs, has water shutoffs & has eviction cases? #NoAmerenShutoffs",2,7,13,,,,,,
 anusha_puppala,2020年12月29日,"A total of 6 samples of 6 #UK returnee persons have been found to be #Covid positive with the new U.K variant genome. 3 in NIMHANS #Bengaluru, 2 in CCMB, #Hyderabad & 1 in NIV #Pune.
 All these persons have been kept in isolation in designated Health Care facilities by State Govt",2,7,26,,,,,,
 CarolynRyanTV,2020年12月29日,"I've seen a whole lot of politicians roll up their sleeves for a #covid vaccine... why has my Grandmother's senior living facility in #Omaha NE not been given a single word abt when to expect it there? She's been held hostage for NEARLY A YEAR 
 CDCDirector
 
 GovRicketts
  
 SecAzar",1,,12,,,,,,
 ca_rewri,2020年12月29日,"2020 declared as most dangerous year due to #Covid . Thanks a lot 
 FinMinIndia
  for making #yearend 2020  most stressful by not taking timely decision on #Extend_Due_Dates",4,183,166,,,,,,
 drginareghetti,2020年12月29日,"#Covid-19 isn't the reason why  dictatorial powers are used against us all, the real reason is that #CCP has infiltrated our state & federal government, & businesses. Enemy within.
Folks prepare for the worst, but pray for the best! Western Society is in Grave danger!",7,5,9,,,,,,
 VBKerry,2020年12月29日,"More Americans were hospitalized this past week than any other week of pandemic,l 121k current #Covid-19 hospitalizations Monday = pandemic high. AL, CA, GA, MS, NC and SC set records for hospitalizations. It may be the holidays but our 2021 depends on our actions today.",1,4,11,,,,,,
 EricaPhotog,2020年12月29日,"#Saratoga County Dept Public Health #COVID update:
New cases since 12/24: 513
Deaths: 31
Active cases: 2,079
Hospitalizations: 50
7-day rolling average positivity rate: 8.41%
Total tested: 229,106 (+ 5,953 since 12/24)
currently 251 active cases within City of Saratoga Springs",2,1,4,,,,,,
 Map4latte,2020年12月29日,#2000StimulusChecks ARE survival checks that Americans need to survive this pandemic.  If you don't support $2000 stimulus checks during #COVID then you're not an good person.,1,5,17,,,,,,
 Halima_Begum,2020年12月29日,MPs now being told Parliament will remain closed & their Christmas recess extended at least a week until Jan 11 on #Covid fears. Yet government equivocates on closure of schools despite SAGE advising of an uncontrollable escalation. Where is the consistency? #CloseTheSchools,3,22,50,,,,,,
 Nod641,2020年12月29日,"64 cases of English variant plague in Dumfries. No shock there, as it'll be the plague rats sneaking to their holiday homes.

#Covid",10,18,50,,,,,,
 RicharLisa,2020年12月29日,I think that those who deny the impact or severity of #covid need to spend a few hours at Tendercare Nursing Home or doing rounds with us on the #covid inpatient ward.,2,5,72,,,,,,
 lauradesveaux,2020年12月29日,"Similar to #COVID testing, a comprehensive vaccine strategy requires an understanding of what drives people to vaccinate, but more importantly, what *prevents* those most vulnerable from seeking out vaccines.

Without #behaviouralscience, I fear we will fall short.

1/3",2,4,16,,,,,,
 Harryslaststand,2020年12月29日,If you are worried that school closures b/c of #covid may cause mental health issues for students wait until you find out what poverty has done and continues to do to the mental health of kids. #COVID19,9,225,668,,,,,,
 TeamPelosi,2020年12月29日,"If Georgia Senators must be forced kicking and screaming into helping Americans struggling against #covid to get #StimulusChecks2000, #Georgia voters will change those Senators. 

#FlipTheSenate",449,6455,22000,,,,,,
 RepCartwright,2020年12月29日,"Tonight I voted YES to boost #COVID relief stimulus checks from $600 to $2,000. These payments would help Americans take care of basic expenses & boost our economy as we look toward the end of this pandemic. The Senate should join us in passing this critical assistance. #CASHAct",5,31,138,,,,,,
 CamillaR_TV,2020年12月29日,"#BREAKING: House votes to increase #COVID checks to $2,000 - bill now heads to the Senate. #FoxSanAntonio . 
 KABBFOX29",2,7,36,,,,,,
 CherneyAmharaTV,2020年12月29日,"#NEW: House passes bill to increase #COVID direct checks to $2,000. Measure will now move to #senate.",5,7,31,,,,,,
 gawdyhall,2020年12月29日,"What’s happened to the nightingale hospitals?
#NHS
#Covid
#GTTO
#JohnsonhasFailedtheNation",12,19,26,,,,,,
 lucrezianews,2020年12月29日,"The number of #Covid patients in hospitals in England soars past those in the first #pandemic peak. The latest 
 itvnews
 at 1045",21,15,46,,,,,,
 almaforarizona,2020年12月29日,Anti-vaxxers and those who refuse to wear their masks should step out of line and not get their #covid #vaccine leave it for those who need it. Someone has to say it and I'm not sorry. #Truth,4,7,63,,,,,,
 timclark59,2020年12月29日,Two words I would like NEVER to hear again #Covid #Brexit,1,1,2,,,,,,
 kwanzahall,2020年12月29日,Voting on the $2000 #CashAct in direct payments for #COVIDrelief later this evening.  #covid #covid19 #stimulus #Pandemic # wsbtv,6,10,50,,,,,,
 DoctorMayJay,2020年12月29日,"Getting ready

To be oncall tomorrow

After a short #Christmas break

#COVID numbers are through the roof

Hospitals are full

And schools are still planning to open

The #NHS is really good at what we do

But even we have our limits

Please be sensible and #StaySafe",5,29,154,,,,,,
 PaulfrYorkshire,2020年12月29日,"#covid Things good leaders could do:
1. Agree we need a full lockdown to stop the virus running riot.
2. Apologise to all groups who have been scapegoated for accelerating the spread, especially Muslims.
3. Get everyone pulling together to deliver the vaccination programme ASAP.",1,2,22,,,,,,
 Valerie_Romo,2020年12月29日,"It was nice running into 
 BMS_Billy
 today - thanks to #COVID no hug or handshake   Happy New Year  Billy. We can’t wait for y’all to be back on air. #BMS #Billy",2,1,10,,,,,,
 PALaborIndustry,2020年12月29日,"FYI: Federal #COVID relief package will extend benefits to 500k unemployed PA’ians & extends PUA + PEUC & renews $300 weekly FPUC, supplemental benefit payments. PA and all states are awaiting 
 USDOL
 guidance to implement.

Learn more:",,,,,,,,,
 C_Kneer,2020年12月29日,Because the #NHS has always been there people don't consider what might happen if they need it and it can't help #Covid #Emergency,1,2,26,,,,,,
 dr_irfan_malik,2020年12月29日,"I am glad more & more Doctors up & down the country have started to speak out about the #Covid crisis in our hospitals.

I expect a global email from NHS England tomorrow morning saying no Doctor should tweet or speak to the media about the current crisis.",1,7,29,,,,,,
 petertimmins3,2020年12月29日,The UK is now seeing four times as many new #Covid cases a day than anywhere else in Europe. The Tier system isn't working. Lockdown FFS.,15,166,401,,,,,,
 Harryslaststand,2020年12月29日,Switzerland should impose a life time travel ban on all those British skiers who refused to quarantine upon arrival at their alpine resorts. #Switzerland #Covid,7,61,323,,,,,,
 martinplaut,2020年12月29日,"#Eritrea #Covid A leaked report says: ""The country is being devastated, with 36 medical personnel and 24 drivers having gone down to the virus. Then there are government officials."" This is not being acknowledged",67,79,219,,,,,,
 staceysager7,2020年12月29日,"Nassau County’s #covid positivity rate today is 7.3%. Suffolk County is at 9.1%. These numbers are dramatically higher. And holiday break continues. Many are traveling. Wear a mask. Wash your hands. And stay outdoors as much as possible. 
 ABC7NY
 #LongIsland",3,3,16,,,,,,
 p00lsideconvos,2020年12月29日,had a sleepover with my besties last night of facetime we fell asleep talking about our mental illness  #covid,2,,5,,,,,,
 TheReporterLS,2020年12月29日,BREAKING NEWS: Health Minister Motlatsi Maqelepo will address the nation tomorrow on the country's #COVID-19 status,21,157,94,,,,,,
 Vinnie_Brand,2020年12月29日,"2021 will be great. Of course, I said that about 2020. 

#reality #shutdown #maskup #covid #nye",2,1,7,,,,,,
 DigitalJonathan,2020年12月29日,"With the #covid numbers so high in the UK, and the Christmas spike yet to show, we’re in for a horrible few months.

Predict schools will have to close. Am mentally gearing up for secondary schools at least to close. I can’t see any other way.",3,1,10,,,,,,
 frequentbuyer1,2020年12月29日,"It makes sense that those who are longing for another civil war (like the one that killed 620,000 Americans) are the same people who have no problem with 333,000 American #covid deaths. Don’t let them tell you they’re #ProLife because they aren’t. #mondaythoughts",6,11,92,,,,,,
 FlorenceSSG,2020年12月29日,"MPs are being advised to stay at home instead of coming into the House of Commons. But most of these MPs are insisting that it's safe for teachers and children to return to crowded classrooms next week...
#COVID19 #Covid19UK #coronavirus #makeschoolssafe #CloseTheSchools #covid",1,2,13,,,,,,
 DNeurosx,2020年12月29日,"1 crore affected 

95 lakh cured 

Minimal death rate 

Yet no internationally approved indigenous guidelines for #Covid management by Indian stalwarts...

Let that sink in ....",5,20,83,,,,,,
 AnnyOsabutey,2020年12月29日,"Granted the state is failing to enforce the laws on #covid protocols, aren’t you the individual worried about your own safety and well-being ? 

GhanAians, let’s be careful cos if we don’t take care, we may regret this our ugly attitude of arrogance.",1,2,10,,,,,,
 NYGovCuomo,2020年12月29日,"Vaccination Update: Approximately 140,000 New Yorkers to date have received one dose of the #COVID vaccine.",327,490,7439,,,,,,
 sayitnspinit,2020年12月29日,You assholes in congress should have NEVER tied a #COVID relief package into an Omnibus spending bill!! I know math is hard but there should have been a SEPARATE stand alone COVID relief bill!! You're just a bunch of selfish scammers!!,12,37,151,,,,,,
 ShelaghFogarty,2020年12月29日,Either lots of Scouse women had sextuplets about 16 years ago or there’s some serious #Covid rule breaking going on in a cafe I’m near at the moment.,88,64,1201,,,,,,
 aVoice4MA6,2020年12月29日,"Nations that provided monthly stipends during the #covid pandemic have reduced the rate of infection to almost 0 saving lives & the economy. 

Meanwhile in the USA Congress had no trouble giving the Pentagon $740 BILLION but only $600 for 10 months for people #FundPeopleNotWars",3,23,38,,,,,,
 FluffiesForLife,2020年12月28日,"England is planning on opening Schools in tier 4 areas?
Seriously? 
Have they learned nothing? 

#Covid",1,1,4,,,,,,
 Lesism,2020年12月28日,"Once the UK is #Covid-free (apart from pockets of mask-dodgers), it's going to take a while to stop freaking out if anyone sits beside me on the bus.",1,3,12,,,,,,
 JoeChiodo,2020年12月28日,"Good #Covid numbers update in #KC from 
 KUHospital


*test positivity rate 24.6 
*lowest since Thanksgiving week
 
*hospitalizations per day 168
*lowest point since mid-November
 
*patients w/ acute infections, in ICU, on ventilator are at their lowest #’s all month   KU


 KCTV5",2,1,5,,,,,,
