name,date,content,share,retweet,like
KrisStafford,12/26/2021,"Tested positive for covid yesterday, so I’ve had it twice in 14 months now. This time it feels like I’ve just got home from a 4 day rugby tour. Which is better than I did the first time round. Make sure you get your vaccines! #covidchristmas #covid #CovidVaccine",6 ,4 ,26 
FlickReynolds,12/26/2021,"I’m astounded that a number of professional politicians haven’t done their sums. Based on 95% vax stats, a huge % of Australians don’t want #covid & clearly support sensible precautions. So why oh why are they pandering to the #covidiots & this ‘let her rip’ strategy? #Perrottet",136 ,516 ,2652 
NickRossTech,12/26/2021,Update on my #covid symptoms one week on: chest improving and reduced coughing. But still a razer sharp throat and waves of fatigue. Am sleeping a lot.,28 ,68 ,386 
omg_butter,12/26/2021,remember when sweden said it would reach herd immunity before summer of 2020? #covid #gbd #omicron,10 ,26 ,105 
AvrahamCooperMD,12/26/2021,Healthcare workers with #COVID should not have to return to work while symptomatic. Full stop.,24 ,203 ,1457 
muzzlefreemadam,12/26/2021,So NSW will spread #covid to Tasmania via the #SydneytoHobart? The privileged travelers are spreading it yet again.,2 ,4 ,13 
msmisrule,12/26/2021,"A flight attendant friend told me that they keep an eye on people asking for peanuts, because some are using eating them as an excuse not to wear a mask. “You know those tiny packets? They make them last three hours.” How’s that #personalresponsibility going again? #covid",1 ,2 ,13 
gladdis49,12/26/2021,"13362 estimated active cases of #Covid in #Glasgow on Christmas Day. Still climbing towards the previous max of 15,000… 
Stay  safe, #GetVaccinated & keep testing. 
UK R-value is 1.2, in London it’s 1.5 - we’ll be there soon.",2 ,,2 
Robyn_Grote,12/26/2021,"Listening to 
@abcnews
 & the #NSW #health #minister-no wonder #covid has run rampant in #NSW.Entry requirements to others states are not the problem nor are people who are trying to protect elderly family, an underfunded health system is the problem.",2 ,5 ,37 
litecoin_bull,12/26/2021,"Remember #covid is ""real"" 

Also real are the Islands very close to Antarctica owned by the rothchilds! 

3 Islands there named : Coronation, #Delta and #Omicron.

Nothing to see here!",18 ,58 ,160 
cdbc81,12/26/2021,Merry Christmas. An odd Christmas. I was meant to have a party of 7 for dinner today. As of yesterday I was down to a dinner for 3 with 4 takeaway Christmas dinners. Today it turned into 6. So I cooked the dinner and had my dinner on my own. Strange days. #ChristmasDinner #covid,2 ,1 ,5 
B52Malmet,12/26/2021,"Can you see the smoke coming out of my ears? In the last two days I have heard of three four year olds who all have had or have #COVID now. Too young for vaccines, with parents who have been hyper vigilant protecting their kids- still they got sick at pre-k. It’s too much.",56 ,264 ,1141 
drjuanroiz,12/26/2021,Im having Morecases of hip AVN on young patients than usual.  Vast majority with #COVID19 passed months ago. Some correlation maybe? Some cases used cortisone for the same reason. Other not.. Any thoughts #orthotwitter #orthopaedic #COVID #Covid_19,5 ,4 ,12 
healthandus,12/26/2021,"My 25 year old fully vaccinated niece went to the ER on Christmas Eve, and tested positive for #covid. While on the gurney at the ER, breathing hard and speaking to the nurse: « please put your mask up, I am concerned for you »;",2 ,1 ,7 
kdurquiza,12/26/2021,"How many people do you personally know that have #Covid right now? 


@MarkedByCovid",,,
LtGovJoshGreen,12/26/2021,78 hospitalized with #COVID across Hawaii today. 27/78 vaccinated.,27 ,18 ,56 
AlbertLee2020,12/26/2021,Stupid selfish is not releasing patents on vaccines & sharing w/the world. It’s wasting $$$ to defend against fantasy military threats while ignoring a clear & present threat. It’s allowing capitalism to prevail over existence. Wishing for real leadership. #covid #climatecrisis,4 ,11 ,94 
Im_MeaganHood,12/26/2021,I got #covid for Christmas,7 ,3 ,6 
MsAccountabilit,12/26/2021,"Why does #Fox and others who have supposed ""guru"" on to discuss #Covid NEVER ask about all the #FalsePositives of the #PCR tests?? 

Why do they never discuss three categories of people: 
#Vacinnated
#Unvaccinated
#NaturalImmunity as HAD the disease 

They ignore the LAST",2 ,3 ,10 
sang1983,12/26/2021,"Vaccination for the 15-18 year old category will start from January 3, 2022 #COVID19
#COVID",2 ,3 ,61 
neary_elaine,12/26/2021,"For anyone awaiting results just been told by 
@HSELive
 now a 72hr wait for #covid PCR test result #isolatingforchristmas",2 ,1 ,4 
PNGAttitude,12/26/2021,"The deliberate spread of #Covid in parts of Australia where it was controlled is a sickening & immoral act that will harm many thousands of people. I do not speak about myself, for I am an old man & had my life. I speak about my dear countrymen & women who do not deserve this.",7 ,19 ,76 
ranik54,12/26/2021,"All those on personally paid Health Insurance Policies, better get your cover checked & updated from your Insurance provider. This is a dynamic, in flux, grey area...
#Covid
#Omicron 
#Vaccinations",,,2 
omarbula,12/26/2021,"Tired of watching biased Western news channels and having lived for some time in the #middleeast I decided to watch 
@AlJazeera
, once in a while,  to find out that it was as bad, or worse than those in the West. #Covid all over the place...",4 ,11 ,28 
Pookac81,12/25/2021,"So I learned today that there's a whole group of my people out here that are dumb as shit as it relates to #COVID. Cats think saying shit like ""blue pill"" makes the dumb shit more not dumb.",2 ,1 ,4 
TucciKaren,12/25/2021,"My 80 year old Mom who has macular degeneration, Alzheimer’s, dementia & recently broke her hip was just diagnosed with cancer.  On Monday the hospital she is in is going to no visitors. Merry F’ing Christmas. #COVID #GetVaxxed #Cancer #Alzheimers #dementia #COVID19 #Hospital",5 ,4 ,16 
JeffLivingMD,12/25/2021,We need a #PReP therapy drug approved for #COVID ASAP. A preExposure prophylactic could help prevent breakthrough infections during #Omicron surge.,1 ,2 ,6 
EileenM60933733,12/25/2021,"On Christmas Day, as you relax and spend time with family and friends, think of those medical professionals who will be working all Christmas Day. Most are very tired and some are being yelled at, by anti vax  patients, to “do something.” #Nurses #Doctor #COVID #GetVaxxed",7 ,31 ,88 
dumbassgenius,12/25/2021,"New #Covid cases in LA County are up 6,000% from May lows. Don't make out with randos even if they're on IMDb.",3 ,4 ,23 
Brooke__2000,12/25/2021,I think vaccinated people are spreading #COVID to unvaccinated people. Too many new cases are growing in vaccinated areas.,2 ,2 ,7 
4freedomfights,12/25/2021,"People getting offended about you not letting them in your house if they havent been vaxxed for #COVID  
If that ain't some dumb ish, I dont know what is",3 ,3 ,17 
UnQuietAust,12/25/2021,"Do we have to wait until after dinner for the SA #covid update (again), 
@SAHealth
?",6 ,1 ,9 
NloveandWar,12/25/2021,"Why can't I get #covid, #delta or the #omicron? I work in a hospital and still have yet to get it.. Must be my wonderful immune system #God gave me!",3 ,2 ,24 
danisaacs,12/25/2021,"Just cancelled family get together tomorrow. Fuck #COVID 

Merry Christmas, everyone.",14 ,2 ,101 
AnandShah_MD,12/25/2021,"Individual declines #covid vaccine, gets destroyed by covid and receives lung transplant.  Individual eats THC edible, cannot get solid organ transplant.  Fair? Who is best steward for that very very precious gift?
#MedTwitter #transplanttwitter #CardioTwitter",,,10 
kbrainNP,12/25/2021,Merry Christmas to all friends and family. I wish that you and your families stay healthy. While working #Christmas this year and can tell you that more than 3/4 of our ICU is filled with #COVID patients and this might be their last Xmas. People in their 20 and 30s!,2 ,1 ,8 
devalara44,12/25/2021,"ABC News washed, rinsed and sanitised tiday! Big focus on Victorian numbers and deaths as the NSW 6000 plus scream at us on ticker below Casey Briggs. Flights grounded, holidays ruined, money lost to businesses duped. People getting ill, more will die. Well done #Domicron #COVID",13 ,134 ,561 
daveunger3,12/25/2021,"#bcndp make $billions available to corrupt corporations in the form of tax breaks & use public money to fund unnecessary projects like #SiteC but diddly squat on #Covid tests for ordinary citizens, if that isn't a definition of unconscionable corruption I don't know what is!!!",2 ,25 ,47 
ddanpereira,12/25/2021,Only Rachel Maddow can do a lead story about #yankeecandles & #Amazon reviews of people who bought them on the site and complained about NOT having a scent! #Maddow connects the story to the rise in #COVID cases due to #Omicron & how people can lose their sense of smell!#Maddow,12 ,60 ,262 
ianhanomansing,12/25/2021,"A friend just telling us about what is probably a classic #Omicron experience: small wedding earlier this month, #Covid rules followed. 15 of 22 people now ill, though not all tested. And so far, no one seriously ill. Still, as we keep hearing, a highly transmissible variant.",6 ,17 ,145 
dcolapinto,12/25/2021,"Count now up to 11 friends, acquaintances and relatives who have tested positive or become sick with #COVID over the last week. 

Stay safe and healthy.",1 ,14 ,15 
AlStewartOBE,12/25/2021,"Join me again at 10pm on 
@GBNEWS
 when I talk to Prof Hugh Pennington - never a spinner  & always apolitical - on where we are on #covid. 
And we’ll take a final check on 
@NoradSanta
 …",3 ,5 ,32 
philliefan_99,12/25/2021,"Currently at the U.S. Botanic Garden's outdoor holiday display w/ my kid and nephew -- it's crowded w/ about 95% masked. Seems people are sufficiently freaked out. #COVID #MaskUp #GetVaccinatedNow 
@theHillisHome
 
@PoPville",2 ,1 ,18 
JoAnneSimonBK52,12/25/2021,"So tweeps, I am leaving to decorate my tree. I always leave it 'til the last minute.
But first, a PSA: I am vaxed & boosted & wear a mask on the subway... But I too tested positive for #COVID. 
PLEASE be safe when gathering over the holidays. Mask up in public indoor spaces!",19 ,5 ,78 
TMPinSYR,12/24/2021,"At this point, if you're walking around the grocery store without a mask on...

... you're not an independent thinker.
... you're not a patriot.
... you're not defending liberty.
... you're not a wolf among sheeple.

You're just a jerk.

#COVID #WearTheMask",2 ,2 ,11 
aodaalliance,12/24/2021,"#DoFo 
@fordnation
 it's been 1,058 days since you got 
@HonDavidOnley
 report. Calls for strong new action on #accessibility for people w/ #disabilities. We need a real action plan. Your delays create more hardships during #COVID crisis #AODA",1 ,1 ,1 
John_Cooper_QC,12/24/2021,Correction: Outdoor Carol Concert cancelled #covid,1 ,1 ,1 
pdejager,12/24/2021,Who else has noticed a huge increase of ‘I’ve tested positive’ posts in their timeline over the past two weeks? #covid #Omicron,2 ,2 ,9 
DataKimist,12/24/2021,"I'll eternally believe that telling people they don't have to wear masks if vaccinated was the worst public health message in recent human history.

I've never stopped wearing mine indoor around others not living in my home, and I never will. #COVID",2 ,5 ,30 
mmusJu,12/24/2021,Merry #Xmas everyone and to those who can't meet up with loved one's/friends due to #covid I'll be thinking of you #staysafe x,4 ,3 ,15 
garethseltzer,12/24/2021,I would say that record #covid infections and flat #icu numbers is a testimony to the power of vaccinations. You are 10x more likely to be hospitalized if u r unvaccinated. #ontarioproud,1 ,,19 
ColArchon,12/24/2021,"Is it ignorance or fear that is keeping you from seeing the #truth about #covid?

When will the people #wakeup that it's about control and oppression
Not health and safety",7 ,5 ,27 
MelissaLMRogers,12/24/2021,"Most fear is irrational. Like the double and triple vaxxed STILL afraid of other humans 

#Canada #Ontario #Quebec #Covid",14 ,26 ,138 
RupsaChak,12/24/2021,"Breaking: #Maharashtra records a major spike in cases with 1,410 new #Covid-19 cases on Friday. 
@IndianExpress",2 ,5 ,16 
_lokeshsharma,12/24/2021,"#Rajasthan #CoronaUpdate:

42 #COVID cases reported
18 from #Jaipur
0 cases in 24 Districts
1 #corona related death
Active Cases are 244
Today's #Recovered42
Recovery Rate 99.03%

Plz Comply with guidelines, #WearAMask, #WashYourHands, maintain distance__
#GetVaccinated",26 ,114 ,262 
MamaLiberty2,12/24/2021,"More than 2 million Americans will pass through TSA checkpoints this weekend. Joe #Biden, #Fauci and #Covid  cannot cancel #Christmas!  Safe travels, Patriots, and God Bless America!",2 ,1 ,5 
